CityName,CityID
מוקייבלה ,781
נעלה ,782
נען ,783
נערן ,784
נאעורה ,785
"נעמ""ה ",786
אשבל ,787
חמדת ,788
נחל עוז ,789
שיטים ,790
נחלה ,791
נהלל ,792
נחליאל ,793
נחם ,794
נהריה ,795
נחף ,796
נחשולים ,797
נחשון ,798
נחשונים ,799
נצאצרה (שבט) ,800
נטף ,801
נטור ,802
נווה ,803
נצרת ,804
נאות גולן ,805
נאות הכיכר ,806
נאות מרדכי ,807
נעורים ,808
נגבה ,809
נגוהות ,810
נחלים ,811
נהורה ,812
נחושה ,813
ניין ,814
נס עמים ,815
נס הרים ,816
נס ציונה ,817
נשר ,818
נטע ,819
נטעים ,820
נתניה ,821
נתיב העשרה ,822
נתיב הגדוד ,823
"נתיב הל""ה ",824
נתיב השיירה ,825
נתיבות ,826
נטועה ,827
נבטים ,828
נוה צוף ,829
"נווה אטי""ב ",830
נווה אבות ,831
נווה דניאל ,832
נווה איתן ,833
נווה חריף ,834
נווה אילן ,835
נווה מיכאל ,836
נווה מבטח ,837
נווה שלום ,838
נווה אור ,839
נווה ים ,840
נווה ימין ,841
נווה ירק ,842
נווה זיו ,843
נווה זוהר ,844
נצר חזני ,845
נצר סרני ,846
"ניל""י ",847
נמרוד ,848
ניר עם ,849
ניר עקיבא ,850
ניר בנים ,851
ניר דוד (תל עמל) ,852
ניר אליהו ,853
ניר עציון ,854
ניר גלים ,855
"ניר ח""ן ",856
ניר משה ,857
ניר עוז ,858
ניר יפה ,859
ניר ישראל ,860
ניר יצחק ,861
ניר צבי ,862
נירים ,863
נירית ,864
ניצן ,865
ניצן ב' ,866
ניצנה (קהילת חינוך) ,867
ניצני עוז ,868
ניצני סיני ,869
ניצנים ,870
נועם ,871
נוף איילון ,872
נוף הגליל ,873
נופך ,874
נופים ,875
נופית ,876
נוגה ,877
נוקדים ,878
נורדיה ,879
נוב ,880
נורית ,881
אודם ,882
אופקים ,883
עופר ,884
עופרה ,885
אוהד ,886
עולש ,887
אומן ,888
עומר ,889
אומץ ,890
אור עקיבא ,891
אור הגנוז ,892
אור הנר ,893
אור יהודה ,894
אורה ,895
אורנים ,896
אורנית ,897
אורות ,898
אורטל ,899
עתניאל ,900
עוצם ,901
"פעמי תש""ז ",902
פלמחים ,903
פארן ,904
פרדס חנה-כרכור ,905
פרדסיה ,906
פרוד ,907
פטיש ,908
פדיה ,909
פדואל ,910
פדויים ,911
פלך ,912
פני חבר ,913
פקיעין (בוקייעה) ,914
פקיעין חדשה ,915
פרזון ,916
פרי גן ,917
פסגות ,918
פתח תקווה ,919
פתחיה ,920
פצאל ,921
פורת ,922
פוריה עילית ,923
פוריה - כפר עבודה ,924
פוריה - נווה עובד ,925
קבועה (שבט) ,926
קדרים ,927
קדימה-צורן ,928
קלנסווה ,929
קליה ,930
קרני שומרון ,931
קוואעין (שבט) ,932
קציר ,933
קצרין ,934
קדר ,935
קדמה ,936
קדומים ,937
קלע ,938
קלחים ,939
קיסריה ,940
קשת ,941
קטורה ,942
קבוצת יבנה ,943
קדמת צבי ,944
קדרון ,945
קרית ענבים ,946
קרית ארבע ,947
קרית אתא ,948
קרית ביאליק ,949
קרית עקרון ,950
קרית גת ,951
קרית מלאכי ,952
קרית מוצקין ,953
קרית נטפים ,954
קרית אונו ,955
קרית שלמה ,956
קרית שמונה ,957
קרית טבעון ,958
קרית ים ,959
קרית יערים ,960
קרית יערים(מוסד) ,961
קוממיות ,962
קורנית ,963
קודייראת א-צאנע(שבט) ,964
רעננה ,965
רהט ,966
רם-און ,967
רמת דוד ,968
רמת גן ,969
רמת הכובש ,970
רמת השרון ,971
רמת השופט ,972
רמת מגשימים ,973
רמת רחל ,974
רמת רזיאל ,975
רמת ישי ,976
רמת יוחנן ,977
רמת צבי ,978
ראמה ,979
רמלה ,980
רמות ,981
רמות השבים ,982
רמות מאיר ,983
רמות מנשה ,984
רמות נפתלי ,985
רנן ,986
רקפת ,987
ראס אל-עין ,988
ראס עלי ,989
רביד ,990
רעים ,991
רגבים ,992
רגבה ,993
ריחן ,994
רחלים ,995
רחוב ,996
רחובות ,997
ריחאניה ,998
ריינה ,999
רכסים ,1000
רשפים ,1001
רתמים ,1002
רבדים ,1003
רבבה ,1004
רביבים ,1005
רווחה ,1006
רוויה ,1007
רימונים ,1008
רינתיה ,1009
ראשון לציון ,1010
רשפון ,1011
רועי ,1012
ראש העין ,1013
ראש פינה ,1014
ראש צורים ,1015
רותם ,1016
רוח מדבר ,1017
רוחמה ,1018
רומת הייב ,1019
רומאנה ,1020
סעד ,1021
סער ,1022
סעוה ,1023
סאג'ור ,1024
סח'נין ,1025
סלעית ,1026
סלמה ,1027
סמר ,1028
צנדלה ,1029
ספיר ,1030
שריד ,1031
סאסא ,1032
סביון ,1033
סואעד (כמאנה) (שבט) ,1034
סואעד (חמרייה) ,1035
סייד (שבט) ,1036
שדי אברהם ,1037
שדה בוקר ,1038
שדה דוד ,1039
שדה אליעזר ,1040
שדה אליהו ,1041
שדי חמד ,1042
שדה אילן ,1043
שדה משה ,1044
שדה נחום ,1045
שדה נחמיה ,1046
שדה ניצן ,1047
שדי תרומות ,1048
שדה עוזיהו ,1049
שדה ורבורג ,1050
שדה יעקב ,1051
שדה יצחק ,1052
שדה יואב ,1053
שדה צבי ,1054
שדרות ,1055
שדות מיכה ,1056
שדות ים ,1057
שגב-שלום ,1058
סגולה ,1059
שניר ,1060
שעב ,1061
שעל ,1062
שעלבים ,1063
שער אפרים ,1064
שער העמקים ,1065
שער הגולן ,1066
שער מנשה ,1067
שער שומרון ,1068
שדמות דבורה ,1069
שדמות מחולה ,1070
שפיר ,1071
שחר ,1072
שחרית ,1073
שחרות ,1074
שלווה במדבר ,1075
שלווה ,1076
שמרת ,1077
שמיר ,1078
שני ,1079
שקד ,1080
שרונה ,1081
שרשרת ,1082
שבי דרום ,1083
שבי שומרון ,1084
שבי ציון ,1085
שאר ישוב ,1086
שדמה ,1087
שפרעם ,1088
שפיים ,1089
שפר ,1090
שייח' דנון ,1091
שכניה ,1092
שלומי ,1093
שלוחות ,1094
שקף ,1095
שתולה ,1096
שתולים ,1097
שיזף ,1098
שזור ,1099
שיבולים ,1100
שבלי - אום אל-גנם ,1101
שילת ,1102
שילה ,1103
שמעה ,1104
שמשית ,1105
נאות סמדר ,1106
שלומית ,1107
שואבה ,1108
שוהם ,1109
שומרה ,1110
שומריה ,1111
שוקדה ,1112
שורשים ,1113
שורש ,1114
שושנת העמקים ,1115
צוקי ים ,1116
שובל ,1117
שובה ,1118
סתריה ,1119
סופה ,1120
סולם ,1121
סוסיה ,1122
תעוז ,1123
טל שחר ,1124
טל-אל ,1125
"תלמי ביל""ו ",1126
תלמי אלעזר ,1127
תלמי אליהו ,1128
תלמי יפה ,1129
תלמי יחיאל ,1130
תלמי יוסף ,1131
טלמון ,1132
טמרה ,1133
טמרה (יזרעאל) ,1134
תראבין א-צאנע(ישוב) ,1135
תראבין א-צאנע (שבט) ,1136
תרום ,1137
טייבה ,1138
טייבה (בעמק) ,1139
תאשור ,1140
טפחות ,1141
תל עדשים ,1142
תל אביב - יפו ,1143
תל מונד ,1144
תל קציר ,1145
תל שבע ,1146
תל תאומים ,1147
תל ציון ,1148
תל יצחק ,1149
תל יוסף ,1150
טללים ,1151
תלמים ,1152
תלם ,1153
טנא ,1154
תנובות ,1155
תקוע ,1156
תקומה ,1157
טבריה ,1158
תדהר ,1159
תפרח ,1160
תימורים ,1161
תמרת ,1162
טירת כרמל ,1163
טירת יהודה ,1164
טירת צבי ,1165
טירה ,1166
תירוש ,1167
תומר ,1168
רמת טראמפ ,1169
טובא-זנגריה ,1170
טורעאן ,1171
תושיה ,1172
תובל ,1173
אודים ,1174
אום אל-פחם ,1175
אום אל-קוטוף ,1176
אום בטין ,1177
עוקבי (בנו עוקבה) ,1178
אורים ,1179
אושה ,1180
עוזה ,1181
עוזייר ,1182
ורדון ,1183
ורד יריחו ,1184
יעד ,1185
יערה ,1186
יעל ,1187
יד בנימין ,1188
יד חנה ,1189
יד השמונה ,1190
יד מרדכי ,1191
יד נתן ,1192
"יד רמב""ם ",1193
יפיע ,1194
יפית ,1195
יגל ,1196
יגור ,1197
יהל ,1198
יכיני ,1199
יאנוח-ג'ת ,1200
ינוב ,1201
יקיר ,1202
יקום ,1203
ירדנה ,1204
ירחיב ,1205
ירקונה ,1206
יסעור ,1207
ישרש ,1208
יתד ,1209
יבנה ,1210
יבנאל ,1211
יציץ ,1212
יעף ,1213
ידידה ,1214
כפר ידידיה ,1215
יחיעם ,1216
יהוד-מונוסון ,1217
ירוחם ,1218
ישע ,1219
יסודות ,1220
יסוד המעלה ,1221
יבול ,1222
יפעת ,1223
יפתח ,1224
ינון ,1225
יראון ,1226
ירכא ,1227
ישעי ,1228
"ייט""ב ",1229
יצהר ,1230
יזרעאל ,1231
יודפת ,1232
יונתן ,1233
יקנעם עילית ,1234
יקנעם (מושבה) ,1235
יושיביה ,1236
יטבתה ,1237
יובל ,1238
יובלים ,1239
זבארגה (שבט) ,1240
צפרירים ,1241
צפריה ,1242
זנוח ,1243
זרזיר ,1244
זבדיאל ,1245
צאלים ,1246
צפת ,1247
זכריה ,1248
צלפון ,1249
זמר ,1250
זרחיה ,1251
זרועה ,1252
צרופה ,1253
זיתן ,1254
זכרון יעקב ,1255
זמרת ,1256
ציפורי ,1257
זיקים ,1258
צבעון ,1259
צופר ,1260
צופית ,1261
צופיה ,1262
זוהר ,1263
צוחר ,1264
צרעה ,1265
צובה ,1266
צופים ,1267
צור הדסה ,1268
צור משה ,1269
צור נתן ,1270
צור יצחק ,1271
צוריאל ,1272
צורית ,1273
צביה ,1274
